,filename,Nodes,class
4425,/zookeeper-server/src/main/java/org/apache/zookeeper/server/AuthenticationHelper.java,"[MethodDeclaration, IfStmt, BinaryExpr, MethodCallExpr, VariableDeclarationExpr, ObjectCreationExpr, MethodCallExpr, MethodCallExpr, MethodCallExpr, ReturnStmt, BooleanLiteralExpr, ReturnStmt, BooleanLiteralExpr] [Returns, when, authentication, enforcement, was, success, otherwise, returns, also, closes, the, connection, param, connection, server, connection, param, xid, current, operation, xid, when, authentication, enforcement, is, success, otherwise, enforceAuthentication, ServerCnxn, connection, xid, IOException, isEnforceAuthEnabled, isCnxnAuthenticated, connection, Un, authenticated, connection, lets, inform, user, with, response, and, then, close, the, session, ReplyHeader, replyHeader, ReplyHeader, xid, KeeperException, Code, SESSIONCLOSEDREQUIRESASLAUTH, intValue, connection, sendResponse, replyHeader, response, connection, sendCloseSession, connection, disableRecv]",1
4426,/zookeeper-server/src/main/java/org/apache/zookeeper/server/AuthenticationHelper.java,"[BinaryExpr, MethodCallExpr, VariableDeclarationExpr, ObjectCreationExpr, MethodCallExpr, MethodCallExpr, MethodCallExpr, ReturnStmt, BooleanLiteralExpr] [isEnforceAuthEnabled, isCnxnAuthenticated, connection, Un, authenticated, connection, lets, inform, user, with, response, and, then, close, the, session, ReplyHeader, replyHeader, ReplyHeader, xid, KeeperException, Code, SESSIONCLOSEDREQUIRESASLAUTH, intValue, connection, sendResponse, replyHeader, response, connection, sendCloseSession, connection, disableRecv]",2
4430,/zookeeper-server/src/main/java/org/apache/zookeeper/server/BlueThrottle.java,"[MethodDeclaration, IfStmt, NameExpr, MethodCallExpr, MethodCallExpr, ElseStmt, MethodCallExpr] [logWeighedThrottlingSetting, connectionWeightEnabled]",5
4431,/zookeeper-server/src/main/java/org/apache/zookeeper/server/BlueThrottle.java,"[NameExpr, MethodCallExpr, MethodCallExpr, MethodCallExpr] [connectionWeightEnabled]",5
4432,/zookeeper-server/src/main/java/org/apache/zookeeper/server/BlueThrottle.java,"[BinaryExpr, MethodCallExpr, AssignExpr, IfStmt, BinaryExpr, MethodCallExpr, AssignExpr, ElseStmt, AssignExpr] [globalWeight, DEFAULT, GLOBAL, SESSION, WEIGHT, globalWeight, localWeight, DEFAULT, GLOBAL, SESSION, WEIGHT, localWeight, DEFAULT, GLOBAL, SESSION, WEIGHT, globalWeight]",3
4433,/zookeeper-server/src/main/java/org/apache/zookeeper/server/BlueThrottle.java,"[BinaryExpr, MethodCallExpr, AssignExpr, AssignExpr] [globalWeight, localWeight, DEFAULT, GLOBAL, SESSION, WEIGHT, localWeight, DEFAULT, GLOBAL, SESSION, WEIGHT, globalWeight]",3
4434,/zookeeper-server/src/main/java/org/apache/zookeeper/server/BlueThrottle.java,"[BinaryExpr, MethodCallExpr, AssignExpr, AssignExpr] [localWeight, DEFAULT, LOCAL, SESSION, WEIGHT, DEFAULT, LOCAL, SESSION, WEIGHT, localWeight]",3
4435,/zookeeper-server/src/main/java/org/apache/zookeeper/server/BlueThrottle.java,"[BinaryExpr, MethodCallExpr, AssignExpr, IfStmt, BinaryExpr, MethodCallExpr, AssignExpr, ElseStmt, AssignExpr] [renewWeight, DEFAULT, RENEW, SESSION, WEIGHT, renewWeight, localWeight, DEFAULT, RENEW, SESSION, WEIGHT, localWeight, DEFAULT, RENEW, SESSION, WEIGHT, renewWeight]",3
4436,/zookeeper-server/src/main/java/org/apache/zookeeper/server/BlueThrottle.java,"[BinaryExpr, MethodCallExpr, AssignExpr, AssignExpr] [renewWeight, localWeight, DEFAULT, RENEW, SESSION, WEIGHT, localWeight, DEFAULT, RENEW, SESSION, WEIGHT, renewWeight]",3
4484,/zookeeper-server/src/main/java/org/apache/zookeeper/server/command/AbstractFourLetterCommand.java,"[MethodDeclaration, TryStmt, MethodCallExpr] [run, commandRun, IOException, ie, serverCnxn, cleanupWriterSocket, pw]",2
4485,/zookeeper-server/src/main/java/org/apache/zookeeper/server/command/AbstractFourLetterCommand.java,"[MethodCallExpr] [commandRun, IOException, ie, serverCnxn, cleanupWriterSocket, pw]",2
4527,/zookeeper-server/src/main/java/org/apache/zookeeper/server/command/FourLetterCommands.java,"[MethodDeclaration, IfStmt, NameExpr, ReturnStmt, MethodCallExpr, VariableDeclarationExpr, MethodCallExpr, IfStmt, BinaryExpr, VariableDeclarationExpr, MethodCallExpr, ForEachStmt, IfStmt, MethodCallExpr, ForEachStmt, MethodCallExpr, BreakStmt, IfStmt, UnaryExpr, MethodCallExpr, IfStmt, MethodCallExpr, MethodCallExpr, MethodCallExpr, AssignExpr, MethodCallExpr, MethodCallExpr, ReturnStmt, MethodCallExpr] [Check, the, specified, command, is, enabled, In, ZOOKEEPER, we, introduce, a, configuration, option, to, only, allow, a, specific, set, of, white, listed, commands, to, execute, A, command, will, only, be, executed, it, is, also, configured, in, the, white, list, param, command, The, command, string, the, specified, command, is, enabled, isEnabled, String, command, whiteListInitialized, whiteListedCommands, contains, command, String, commands, System, getProperty, ZOOKEEPER, LW, COMMANDS, WHITELIST, commands, String, list, commands, split, String, cmd, list, cmd, trim, equals, Map, Entry, Integer, String, entry, cmd, String, entrySet, whiteListedCommands, add, entry, getValue, cmd, trim, isEmpty, whiteListedCommands, add, cmd, trim, It, is, sad, that, isro, and, srvr, are, used, by, ZooKeeper, itself, Need, fix, before, deprecating, lw, System, getProperty, readonlymode, enabled, equals, whiteListedCommands, add, isro, zkServer, sh, depends, on, srvr, whiteListedCommands, add, srvr, whiteListInitialized, whiteListedCommands, contains, command]",1
4548,/zookeeper-server/src/main/java/org/apache/zookeeper/server/command/StatCommand.java,"[MethodDeclaration, IfStmt, UnaryExpr, MethodCallExpr, ElseStmt, MethodCallExpr, MethodCallExpr, IfStmt, InstanceOfExpr, MethodCallExpr, IfStmt, BinaryExpr, MethodCallExpr, MethodCallExpr, ForEachStmt, MethodCallExpr, MethodCallExpr, MethodCallExpr, VariableDeclarationExpr, MethodCallExpr, MethodCallExpr, MethodCallExpr, MethodCallExpr, IfStmt, MethodCallExpr, VariableDeclarationExpr, MethodCallExpr, VariableDeclarationExpr, MethodCallExpr, MethodCallExpr] [Override, commandRun, isZKServerRunning, pw, println, ZK, NOT, SERVING, pw, print, Zookeeper, version, pw, println, Version, getFullVersion, zkServer, ReadOnlyZooKeeperServer, pw, println, READ, ONLY, mode, serving, only, read, only, clients, len, FourLetterCommands, statCmd, pw, println, Clients, ServerCnxn, c, factory, getConnections, c, dumpConnectionInfo, pw, pw, println, pw, println, ServerStats, serverStats, zkServer, serverStats, pw, print, serverStats, toString, pw, print, Node, count, pw, println, zkServer, getZKDatabase, getNodeCount, serverStats, getServerState, equals, leader, Leader, leader, LeaderZooKeeperServer, zkServer, getLeader, BufferStats, proposalStats, leader, getProposalStats, pw, printf, Proposal, sizes, last, min, max, s, n, proposalStats, toString]",1
4549,/zookeeper-server/src/main/java/org/apache/zookeeper/server/command/StatCommand.java,"[UnaryExpr, MethodCallExpr, MethodCallExpr, MethodCallExpr, IfStmt, InstanceOfExpr, MethodCallExpr, IfStmt, BinaryExpr, MethodCallExpr, MethodCallExpr, ForEachStmt, MethodCallExpr, MethodCallExpr, MethodCallExpr, VariableDeclarationExpr, MethodCallExpr, MethodCallExpr, MethodCallExpr, MethodCallExpr, IfStmt, MethodCallExpr, VariableDeclarationExpr, MethodCallExpr, VariableDeclarationExpr, MethodCallExpr, MethodCallExpr] [isZKServerRunning, pw, println, ZK, NOT, SERVING, pw, print, Zookeeper, version, pw, println, Version, getFullVersion, zkServer, ReadOnlyZooKeeperServer, pw, println, READ, ONLY, mode, serving, only, read, only, clients, len, FourLetterCommands, statCmd, pw, println, Clients, ServerCnxn, c, factory, getConnections, c, dumpConnectionInfo, pw, pw, println, pw, println, ServerStats, serverStats, zkServer, serverStats, pw, print, serverStats, toString, pw, print, Node, count, pw, println, zkServer, getZKDatabase, getNodeCount, serverStats, getServerState, equals, leader, Leader, leader, LeaderZooKeeperServer, zkServer, getLeader, BufferStats, proposalStats, leader, getProposalStats, pw, printf, Proposal, sizes, last, min, max, s, n, proposalStats, toString]",1
4551,/zookeeper-server/src/main/java/org/apache/zookeeper/server/command/StatCommand.java,"[BinaryExpr, MethodCallExpr, MethodCallExpr, ForEachStmt, MethodCallExpr, MethodCallExpr, MethodCallExpr] [len, FourLetterCommands, statCmd, pw, println, Clients, ServerCnxn, c, factory, getConnections, c, dumpConnectionInfo, pw, pw, println, pw, println]",2
4572,/zookeeper-server/src/main/java/org/apache/zookeeper/server/ConnectionBean.java,"[MethodDeclaration, TryStmt, MethodCallExpr] [terminateSession, zk, closeSession, sessionId, Exception, e]",2
4573,/zookeeper-server/src/main/java/org/apache/zookeeper/server/ConnectionBean.java,"[MethodCallExpr] [zk, closeSession, sessionId, Exception, e]",3
4608,/zookeeper-server/src/main/java/org/apache/zookeeper/server/ContainerManager.java,"[MethodDeclaration, IfStmt, BinaryExpr, VariableDeclarationExpr, ObjectCreationExpr, IfStmt, MethodCallExpr, MethodCallExpr] [start, restart, the, timer, the, runs, the, check, Can, safely, be, called, multiple, times, start, task, get, TimerTask, timerTask, TimerTask, Override, run, checkContainers, InterruptedException, e, Thread, currentThread, interrupt, cancel, Throwable, e, task, compareAndSet, timerTask, timer, scheduleAtFixedRate, timerTask, checkIntervalMs, checkIntervalMs]",1
4609,/zookeeper-server/src/main/java/org/apache/zookeeper/server/ContainerManager.java,"[BinaryExpr, VariableDeclarationExpr, ObjectCreationExpr, IfStmt, MethodCallExpr, MethodCallExpr] [task, get, TimerTask, timerTask, TimerTask, Override, run, checkContainers, InterruptedException, e, Thread, currentThread, interrupt, cancel, Throwable, e, task, compareAndSet, timerTask, timer, scheduleAtFixedRate, timerTask, checkIntervalMs, checkIntervalMs]",2
4610,/zookeeper-server/src/main/java/org/apache/zookeeper/server/ContainerManager.java,"[MethodDeclaration, TryStmt, MethodCallExpr] [Override, run, checkContainers, InterruptedException, e, Thread, currentThread, interrupt, cancel, Throwable, e]",3
4611,/zookeeper-server/src/main/java/org/apache/zookeeper/server/ContainerManager.java,"[MethodCallExpr] [checkContainers, InterruptedException, e, Thread, currentThread, interrupt, cancel, Throwable, e]",3
4615,/zookeeper-server/src/main/java/org/apache/zookeeper/server/ContainerManager.java,"[MethodDeclaration, VariableDeclarationExpr, MethodCallExpr, ForEachStmt, VariableDeclarationExpr, MethodCallExpr, VariableDeclarationExpr, ObjectCreationExpr, VariableDeclarationExpr, ObjectCreationExpr, TryStmt, MethodCallExpr, MethodCallExpr, VariableDeclarationExpr, BinaryExpr, VariableDeclarationExpr, BinaryExpr, IfStmt, BinaryExpr, MethodCallExpr] [Manually, check, the, containers, Not, normally, used, directly, checkContainers, InterruptedException, minIntervalMs, getMinIntervalMs, String, containerPath, getCandidates, startMs, Time, currentElapsedTime, DeleteContainerRequest, record, DeleteContainerRequest, containerPath, Request, request, Request, ZooDefs, OpCode, deleteContainer, RequestRecord, fromRecord, record, postDeleteRequest, request, Exception, e, elapsedMs, Time, currentElapsedTime, startMs, waitMs, minIntervalMs, elapsedMs, waitMs, Thread, sleep, waitMs]",2
4616,/zookeeper-server/src/main/java/org/apache/zookeeper/server/ContainerManager.java,"[VariableDeclarationExpr, MethodCallExpr, VariableDeclarationExpr, ObjectCreationExpr, VariableDeclarationExpr, ObjectCreationExpr, TryStmt, MethodCallExpr, MethodCallExpr, VariableDeclarationExpr, BinaryExpr, VariableDeclarationExpr, BinaryExpr, IfStmt, BinaryExpr, MethodCallExpr] [String, containerPath, getCandidates, startMs, Time, currentElapsedTime, DeleteContainerRequest, record, DeleteContainerRequest, containerPath, Request, request, Request, ZooDefs, OpCode, deleteContainer, RequestRecord, fromRecord, record, postDeleteRequest, request, Exception, e, elapsedMs, Time, currentElapsedTime, startMs, waitMs, minIntervalMs, elapsedMs, waitMs, Thread, sleep, waitMs]",2
4617,/zookeeper-server/src/main/java/org/apache/zookeeper/server/ContainerManager.java,"[MethodCallExpr, MethodCallExpr] [postDeleteRequest, request, Exception, e]",5
4632,/zookeeper-server/src/main/java/org/apache/zookeeper/server/controller/CommandClient.java,"[MethodDeclaration, TryStmt, IfStmt, BinaryExpr, MethodCallExpr, AssignExpr] [close, client, client, stop, client, Exception, ex]",2
4633,/zookeeper-server/src/main/java/org/apache/zookeeper/server/controller/CommandClient.java,"[IfStmt, BinaryExpr, MethodCallExpr, AssignExpr] [client, client, stop, client, Exception, ex]",2
4636,/zookeeper-server/src/main/java/org/apache/zookeeper/server/controller/CommandClient.java,"[MethodDeclaration, TryStmt, IfStmt, UnaryExpr, MethodCallExpr, AssignExpr, VariableDeclarationExpr, MethodCallExpr, MethodCallExpr, ReturnStmt, EnclosedExpr, ReturnStmt, BooleanLiteralExpr] [Send, a, command, with, an, optional, command, parameter, to, the, server, and, wait, a, response, param, action, The, command, Action, to, send, param, commandParameter, The, command, parameter, in, the, form, of, command, action, parameter, we, received, a, good, response, and, otherwise, trySendCommand, ControlCommand, Action, action, String, commandParameter, started, client, start, started, ContentResponse, response, sendCommand, action, commandParameter, response, getStatus, InterruptedException, IOException, ex, Exception, ex]",2
4637,/zookeeper-server/src/main/java/org/apache/zookeeper/server/controller/CommandClient.java,"[IfStmt, UnaryExpr, MethodCallExpr, AssignExpr, VariableDeclarationExpr, MethodCallExpr, MethodCallExpr, ReturnStmt, EnclosedExpr] [started, client, start, started, ContentResponse, response, sendCommand, action, commandParameter, response, getStatus, InterruptedException, IOException, ex, Exception, ex]",4
4639,/zookeeper-server/src/main/java/org/apache/zookeeper/server/controller/CommandClient.java,"[MethodDeclaration, VariableDeclarationExpr, MethodCallExpr, VariableDeclarationExpr, MethodCallExpr, MethodCallExpr, MethodCallExpr, ReturnStmt, NameExpr] [Send, a, command, and, optional, command, parameter, to, the, server, and, block, until, receiving, a, response, param, action, The, command, Action, to, send, param, commandParameter, The, command, parameter, in, the, form, of, command, action, parameter, The, full, response, body, from, the, CommandListener, server, ContentResponse, sendCommand, ControlCommand, Action, action, String, commandParameter, Exception, String, command, String, format, s, s, s, s, http, hostName, hostPort, ControlCommand, createCommandUri, action, commandParameter, ContentResponse, response, client, newRequest, command, timeout, requestTimeoutInMs, TimeUnit, MILLISECONDS, send, response]",2
4640,/zookeeper-server/src/main/java/org/apache/zookeeper/server/controller/CommandListener.java,"[AssignExpr, VariableDeclarationExpr, MethodCallExpr, VariableDeclarationExpr, MethodCallExpr, AssignExpr, MethodCallExpr, MethodCallExpr, MethodCallExpr] [controller, controller, String, host, config, getControllerAddress, getHostName, port, config, getControllerAddress, getPort, server, Server, port, server, setHandler, CommandHandler, server, start, Exception, ex, ServiceUtils, requestSystemExit, ExitCode, UNEXPECTED, ERROR, getValue]",3
4641,/zookeeper-server/src/main/java/org/apache/zookeeper/server/controller/CommandListener.java,"[MethodDeclaration, TryStmt, IfStmt, BinaryExpr, MethodCallExpr, AssignExpr] [close, server, server, stop, server, Exception, ex]",2
4642,/zookeeper-server/src/main/java/org/apache/zookeeper/server/controller/CommandListener.java,"[IfStmt, BinaryExpr, MethodCallExpr, AssignExpr] [server, server, stop, server, Exception, ex]",2
4644,/zookeeper-server/src/main/java/org/apache/zookeeper/server/controller/CommandListener.java,"[MethodDeclaration, VariableDeclarationExpr, MethodCallExpr, VariableDeclarationExpr, MethodCallExpr, TryStmt, VariableDeclarationExpr, MethodCallExpr, MethodCallExpr, MethodCallExpr, AssignExpr, MethodCallExpr, MethodCallExpr, MethodCallExpr] [Override, handle, String, target, Request, baseRequest, HttpServletRequest, request, HttpServletResponse, response, IOException, Extract, command, string, from, request, path, Remove, leading, String, commandStr, request, getPathInfo, substring, responseCode, response, setContentType, text, html, charset, utf, ControlCommand, command, ControlCommand, parseUri, commandStr, controller, processCommand, command, baseRequest, setHandled, responseCode, HttpServletResponse, SC, OK, IllegalArgumentException, ex, responseCode, HttpServletResponse, SC, BAD, REQUEST, Exception, ex, ex, response, setStatus, responseCode, response, getWriter, println, commandStr]",2
4645,/zookeeper-server/src/main/java/org/apache/zookeeper/server/controller/CommandListener.java,"[VariableDeclarationExpr, MethodCallExpr, MethodCallExpr, MethodCallExpr, AssignExpr] [ControlCommand, command, ControlCommand, parseUri, commandStr, controller, processCommand, command, baseRequest, setHandled, responseCode, HttpServletResponse, SC, OK, IllegalArgumentException, ex, responseCode, HttpServletResponse, SC, BAD, REQUEST, Exception, ex, ex]",3
4653,/zookeeper-server/src/main/java/org/apache/zookeeper/server/controller/ControllableConnection.java,"[MethodDeclaration, IfStmt, MethodCallExpr, TryStmt, ReturnStmt, MethodCallExpr, ElseStmt, MethodCallExpr, ReturnStmt, UnaryExpr] [Override, sendResponse, ReplyHeader, header, Record, record, String, tag, controller, shouldSendResponse, sendResponse, header, record, tag, IOException, ex]",2
4654,/zookeeper-server/src/main/java/org/apache/zookeeper/server/controller/ControllableConnection.java,"[MethodCallExpr, TryStmt, ReturnStmt, MethodCallExpr, MethodCallExpr] [controller, shouldSendResponse, sendResponse, header, record, tag, IOException, ex]",3
4655,/zookeeper-server/src/main/java/org/apache/zookeeper/server/controller/ControllableConnection.java,"[ReturnStmt, MethodCallExpr] [sendResponse, header, record, tag, IOException, ex]",3
4659,/zookeeper-server/src/main/java/org/apache/zookeeper/server/controller/ControllableConnectionFactory.java,"[MethodDeclaration, TryStmt, IfStmt, BinaryExpr, MethodCallExpr] [Called, by, the, connection, to, delay, processing, requests, from, the, client, delayRequestIfNeeded, responseDelayInMs, Thread, sleep, responseDelayInMs, InterruptedException, ex]",1
4660,/zookeeper-server/src/main/java/org/apache/zookeeper/server/controller/ControllableConnectionFactory.java,"[IfStmt, BinaryExpr, MethodCallExpr] [responseDelayInMs, Thread, sleep, responseDelayInMs, InterruptedException, ex]",2
4704,/zookeeper-server/src/main/java/org/apache/zookeeper/server/controller/ControllerService.java,"[MethodDeclaration, MethodCallExpr, AssignExpr, MethodCallExpr] [Run, the, app, given, a, QuorumPeerConfig, param, config, The, quorum, peer, config, runFromConfig, QuorumPeerConfig, config, config, config, run]",2
4705,/zookeeper-server/src/main/java/org/apache/zookeeper/server/controller/ControllerService.java,"[MethodDeclaration, TryStmt, MethodCallExpr, MethodCallExpr, MethodCallExpr] [run, initService, Exception, ex, ServiceUtils, requestSystemExit, ExitCode, UNEXPECTED, ERROR, getValue, runServices, cleanup]",2
4706,/zookeeper-server/src/main/java/org/apache/zookeeper/server/controller/ControllerService.java,"[MethodCallExpr] [initService, Exception, ex, ServiceUtils, requestSystemExit, ExitCode, UNEXPECTED, ERROR, getValue]",3
4709,/zookeeper-server/src/main/java/org/apache/zookeeper/server/controller/ZooKeeperServerController.java,"[MethodDeclaration, TryStmt, MethodCallExpr, MethodCallExpr] [run, quorumPeer, start, quorumPeer, join, Exception, ex, ServiceUtils, requestSystemExit, ExitCode, UNEXPECTED, ERROR, getValue]",2
4710,/zookeeper-server/src/main/java/org/apache/zookeeper/server/controller/ZooKeeperServerController.java,"[MethodCallExpr, MethodCallExpr] [quorumPeer, start, quorumPeer, join, Exception, ex, ServiceUtils, requestSystemExit, ExitCode, UNEXPECTED, ERROR, getValue]",2
4716,/zookeeper-server/src/main/java/org/apache/zookeeper/server/controller/ZooKeeperServerController.java,"[MethodDeclaration, IfStmt, BinaryExpr, ThrowStmt, MethodCallExpr, IfStmt, UnaryExpr, ThrowStmt, SwitchStmt, MethodCallExpr, BreakStmt, MethodCallExpr, BreakStmt, IfStmt, BinaryExpr, MethodCallExpr, ElseStmt, MethodCallExpr, BreakStmt, IfStmt, BinaryExpr, MethodCallExpr, ElseStmt, MethodCallExpr, BreakStmt, BreakStmt, MethodCallExpr, BreakStmt, IfStmt, BinaryExpr, MethodCallExpr, ElseStmt, MethodCallExpr, BreakStmt, IfStmt, BinaryExpr, MethodCallExpr, ElseStmt, MethodCallExpr, BreakStmt, MethodCallExpr, BreakStmt, MethodCallExpr, BreakStmt, ThrowStmt] [Process, the, command, An, exception, indicates, errors, No, exception, indicates, success, processCommand, ControlCommand, command, command, IllegalArgumentException, Invalid, command, parameter, Don, t, process, command, we, are, shutting, down, or, still, initializing, isReady, IllegalStateException, Service, is, not, ready, It, has, already, been, shutdown, or, is, still, initializing, command, getAction, PING, NO, OP, SHUTDOWN, shutdown, CLOSECONNECTION, command, getParameter, cnxnFactory, closeAll, ServerCnxn, DisconnectReason, CLOSE, ALL, CONNECTIONS, FORCED, A, single, parameter, should, be, a, session, id, as, Parse, failure, exceptions, will, be, sent, to, the, caller, cnxnFactory, closeSession, Long, decode, command, getParameter, ServerCnxn, DisconnectReason, CONNECTION, CLOSE, FORCED, EXPIRESESSION, command, getParameter, expireAllSessions, A, single, parameter, should, be, a, session, id, as, Parse, failure, exceptions, will, be, sent, to, the, caller, expireSession, Long, decode, command, getParameter, REJECTCONNECTIONS, TODO, hanm, implement, once, dependent, feature, is, ready, cnxnFactory, rejectNewConnections, ADDDELAY, cnxnFactory, delayResponses, command, getParameter, DEFAULT, DELAY, MS, Long, decode, command, getParameter, NORESPONSE, command, getParameter, cnxnFactory, holdAllFutureResponses, cnxnFactory, holdFutureResponses, Long, decode, command, getParameter, FAILREQUESTS, command, getParameter, cnxnFactory, failAllFutureRequests, cnxnFactory, failFutureRequests, Long, decode, command, getParameter, RESET, cnxnFactory, resetBadBehavior, ELECTNEWLEADER, quorumPeer, startLeaderElection, IllegalArgumentException, Unknown, command, command]",1
4729,/zookeeper-server/src/main/java/org/apache/zookeeper/server/DatadirCleanupManager.java,"[MethodDeclaration, IfStmt, BinaryExpr, MethodCallExpr, ReturnStmt, IfStmt, BinaryExpr, MethodCallExpr, ReturnStmt, AssignExpr, VariableDeclarationExpr, ObjectCreationExpr, MethodCallExpr, AssignExpr] [Validates, the, purge, configuration, and, schedules, the, purge, task, Purge, task, keeps, the, most, recent, code, snapRetainCount, code, number, of, snapshots, and, deletes, the, remaining, every, code, purgeInterval, code, hour, s, p, code, purgeInterval, code, of, code, code, or, code, negative, integer, code, will, not, schedule, the, purge, task, p, see, PurgeTxnLog, purge, File, File, start, PurgeTaskStatus, STARTED, purgeTaskStatus, Don, t, schedule, the, purge, task, with, zero, or, negative, purge, interval, purgeIntervalInMs, timer, Timer, PurgeTask, TimerTask, task, PurgeTask, dataLogDir, snapDir, snapRetainCount, timer, scheduleAtFixedRate, task, purgeIntervalInMs, purgeTaskStatus, PurgeTaskStatus, STARTED]",1
4730,/zookeeper-server/src/main/java/org/apache/zookeeper/server/DatadirCleanupManager.java,"[BinaryExpr, MethodCallExpr, ReturnStmt] [PurgeTaskStatus, STARTED, purgeTaskStatus]",4
4731,/zookeeper-server/src/main/java/org/apache/zookeeper/server/DatadirCleanupManager.java,"[BinaryExpr, MethodCallExpr, ReturnStmt] [Don, t, schedule, the, purge, task, with, zero, or, negative, purge, interval, purgeIntervalInMs]",3
4732,/zookeeper-server/src/main/java/org/apache/zookeeper/server/DatadirCleanupManager.java,"[MethodDeclaration, IfStmt, BinaryExpr, MethodCallExpr, MethodCallExpr, AssignExpr, ElseStmt, MethodCallExpr] [Shutdown, the, purge, task, shutdown, PurgeTaskStatus, STARTED, purgeTaskStatus, timer, cancel, purgeTaskStatus, PurgeTaskStatus, COMPLETED]",3
4733,/zookeeper-server/src/main/java/org/apache/zookeeper/server/DatadirCleanupManager.java,"[BinaryExpr, MethodCallExpr, MethodCallExpr, AssignExpr, MethodCallExpr] [PurgeTaskStatus, STARTED, purgeTaskStatus, timer, cancel, purgeTaskStatus, PurgeTaskStatus, COMPLETED]",4
4734,/zookeeper-server/src/main/java/org/apache/zookeeper/server/DatadirCleanupManager.java,"[MethodDeclaration, MethodCallExpr, TryStmt, MethodCallExpr, MethodCallExpr] [Override, run, Exception, e]",4
4735,/zookeeper-server/src/main/java/org/apache/zookeeper/server/DatadirCleanupManager.java,"[MethodCallExpr] [Exception, e]",3
4773,/zookeeper-server/src/main/java/org/apache/zookeeper/server/DataTree.java,"[AssignExpr, AssignExpr] [dataWatches, WatchManagerFactory, createWatchManager, childWatches, WatchManagerFactory, createWatchManager, Exception, e, ServiceUtils, requestSystemExit, ExitCode, UNEXPECTED, ERROR, getValue]",2
4780,/zookeeper-server/src/main/java/org/apache/zookeeper/server/DataTree.java,"[MethodDeclaration, VariableDeclarationExpr, MethodCallExpr, VariableDeclarationExpr, MethodCallExpr, IfStmt, BinaryExpr, MethodCallExpr, ReturnStmt, SynchronizedStmt] [update, the, count, bytes, of, stat, data, node, param, lastPrefix, the, path, of, the, node, that, has, a, quota, param, bytesDiff, the, diff, to, be, added, to, number, of, bytes, param, countDiff, the, diff, to, be, added, to, the, count, updateQuotaStat, String, lastPrefix, bytesDiff, countDiff, String, statNodePath, Quotas, statPath, lastPrefix, DataNode, statNode, nodes, get, statNodePath, statNode, should, not, happen, statNode, StatsTrack, updatedStat, StatsTrack, statNode, data, updatedStat, setCount, updatedStat, getCount, countDiff, updatedStat, setBytes, updatedStat, getBytes, bytesDiff, statNode, data, updatedStat, getStatsBytes]",1
4781,/zookeeper-server/src/main/java/org/apache/zookeeper/server/DataTree.java,"[BinaryExpr, MethodCallExpr, ReturnStmt] [statNode, should, not, happen]",4
